FSA 10:1 NAIP Imagery m_4406837_ne_19_1_20150711_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1ee4b01fad87140884,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406837_ne_19_1_20150711_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1ee4b01fad87140884,,2015-11-17,2016-11-13T04:31:42.318-07:00,2016-11-13T04:31:42.318-07:00,27388201,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406837_ne_19_1_20150711_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-11
FSA 10:1 NAIP Imagery m_4406837_nw_19_1_20150711_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1ee4b01fad8714088b,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406837_nw_19_1_20150711_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1ee4b01fad8714088b,,2015-11-17,2016-11-13T04:31:42.396-07:00,2016-11-13T04:31:42.396-07:00,27391987,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406837_nw_19_1_20150711_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-11
FSA 10:1 NAIP Imagery m_4406837_se_19_1_20150711_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1ee4b01fad87140892,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406837_se_19_1_20150711_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1ee4b01fad87140892,,2015-11-17,2016-11-13T04:31:42.475-07:00,2016-11-13T04:31:42.475-07:00,27357216,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406837_se_19_1_20150711_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-11
FSA 10:1 NAIP Imagery m_4406837_sw_19_1_20150711_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1ee4b01fad87140899,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406837_sw_19_1_20150711_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1ee4b01fad87140899,,2015-11-17,2016-11-13T04:31:42.550-07:00,2016-11-13T04:31:42.550-07:00,27358326,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406837_sw_19_1_20150711_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-11
FSA 10:1 NAIP Imagery m_4406838_ne_19_1_20150706_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1ee4b01fad871408a1,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406838_ne_19_1_20150706_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1ee4b01fad871408a1,,2015-11-17,2016-11-13T04:31:42.669-07:00,2016-11-13T04:31:42.669-07:00,26236686,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406838_ne_19_1_20150706_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-06
FSA 10:1 NAIP Imagery m_4406838_nw_19_1_20150711_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1ee4b01fad871408a7,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406838_nw_19_1_20150711_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1ee4b01fad871408a7,,2015-11-17,2016-11-13T04:31:42.745-07:00,2016-11-13T04:31:42.745-07:00,27393710,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406838_nw_19_1_20150711_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-11
FSA 10:1 NAIP Imagery m_4406838_se_19_1_20150706_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1ee4b01fad871408ae,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406838_se_19_1_20150706_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1ee4b01fad871408ae,,2015-11-17,2016-11-13T04:31:42.863-07:00,2016-11-13T04:31:42.863-07:00,27358826,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406838_se_19_1_20150706_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-06
FSA 10:1 NAIP Imagery m_4406838_sw_19_1_20150711_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1ee4b01fad871408b4,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406838_sw_19_1_20150711_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1ee4b01fad871408b4,,2015-11-17,2016-11-13T04:31:42.947-07:00,2016-11-13T04:31:42.947-07:00,27362684,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406838_sw_19_1_20150711_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-11
FSA 10:1 NAIP Imagery m_4406839_ne_19_1_20150706_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1fe4b01fad871408ba,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406839_ne_19_1_20150706_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1fe4b01fad871408ba,,2015-11-17,2016-11-13T04:31:43.028-07:00,2016-11-13T04:31:43.028-07:00,27388839,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406839_ne_19_1_20150706_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-06
FSA 10:1 NAIP Imagery m_4406839_nw_19_1_20150706_20151103 3.75 x 3.75 minute JPEG2000 from The National Map,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery [...],58284f1fe4b01fad871408c0,ScienceBase,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/orthoimagery/naip/me_2015/m_4406839_nw_19_1_20150706_20151103.xml,gda,https://www.sciencebase.gov/catalog/item/58284f1fe4b01fad871408c0,,2015-11-17,2016-11-13T04:31:43.105-07:00,2016-11-13T04:31:43.105-07:00,27051793,3.75 x 3.75 minute,JPEG2000,https://prd-tnm.s3.amazonaws.com/StagedProducts/NAIP/me_2015/44068/m_4406839_nw_19_1_20150706_20151103.jp2,,,,,,,,This data set contains imagery from the National Agriculture Imagery Program (NAIP). The NAIP program is administered by USDA FSA and has been established to support two main FSA strategic goals centered on agricultural production. These are increase stewardship of America's natural resources while enhancing the environment and to ensure commodities are procured and distributed effectively and efficiently to increase food security. The NAIP program supports these goals by acquiring and providing ortho imagery that has been collected during the agricultural growing season in the U.S. The NAIP ortho imagery is tailored to meet FSA requirements and is a fundamental tool used to support FSA farm and conservation programs. Ortho imagery provides an effective intuitive means of communication about farm program administration between FSA and stakeholders. New technology and innovation is identified by fostering and maintaining a relationship with vendors and government partners and by keeping pace with the broader geospatial community. As a result of these efforts the NAIP program provides three main products: DOQQ tiles Compressed County Mosaics (CCM) and Seamline shape files The Contract specifications for NAIP imagery have changed over time reflecting agency requirements and improving technologies. These changes include image resolution horizontal accuracy coverage area and number of bands. In general flying seasons are established by FSA and are targeted for peak crop growing conditions. The NAIP acquisition cycle is based on a minimum 3 year refresh of base ortho imagery. The tiling format of the NAIP imagery is based on a 3.75' x 3.75' quarter quadrangle with a 300 pixel buffer on all four sides. NAIP quarter quads are formatted to the UTM coordinate system using the North American Datum of 1983. NAIP imagery may contain as much as 10% cloud cover per tile.,processingUrl,2015-07-06
